keyword	url	source
Li Zhizao	https://www.britannica.com/biography/Li-Zhizao	Britannica
Li-rich stars	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_L.html	NED
Libra	https://astro4edu.org/resources/glossary/term/173/	Astro4Edu
Libra	https://www.britannica.com/place/Libra-constellation	Britannica
Libration	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_L.html	NED
libration	https://www.britannica.com/science/libration	Britannica
Libration Orbits	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_L.html	NED
Librations	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_L.html	NED
Lick Observatory	https://www.britannica.com/topic/Lick-Observatory	Britannica
LIDAR	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_L.html	NED
Life Zone	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_L.html	NED
Lifetime	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_L.html	NED
Light	https://astro4edu.org/resources/glossary/term/175/	Astro4Edu
Light	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_L.html	NED
Light and Vision	https://hyperphysics.phy-astr.gsu.edu/hbase/ligcon.html	HyperPhysics
Light Clock	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_L.html	NED
Light Cone	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_L.html	NED
Light Curve	https://astro4edu.org/resources/glossary/term/176/	Astro4Edu
Light Curve	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_L.html	NED
light curve	https://www.britannica.com/science/light-curve	Britannica
Light Cylinder	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_L.html	NED
Light Pollution	https://astro4edu.org/resources/glossary/term/177/	Astro4Edu
Light Pressure	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_L.html	NED
Light Year	https://astro4edu.org/resources/glossary/term/178/	Astro4Edu
light years	https://hyperphysics.phy-astr.gsu.edu/hbase/astro/para.html	HyperPhysics
Light, Deflection of	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_L.html	NED
light, speed of	https://hyperphysics.phy-astr.gsu.edu/hbase/relativ/ltrans.html	HyperPhysics
Light-Emitting Diode	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_L.html	NED
Light-Time	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_L.html	NED
Light-Year	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_L.html	NED
Lightest Superpartner	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_L.html	NED
lightning	https://hyperphysics.phy-astr.gsu.edu/hbase/electric/lightning.html	HyperPhysics
LIGO	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_L.html	NED
Limb	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_L.html	NED
Limb Brightening	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_L.html	NED
Limb Correction	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_L.html	NED
Limb Darkening	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_L.html	NED
limb darkening	https://www.britannica.com/science/limb-darkening	Britannica
Limit Cycle	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_L.html	NED
Lindblad Resonance	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_L.html	NED
Lindblad, Bertil	https://www.britannica.com/biography/Bertil-Lindblad	Britannica
Line Blanketing	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_L.html	NED
Line Broadening	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_L.html	NED
Line Profile	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_L.html	NED
Line Spectrum	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_L.html	NED
Line Width	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_L.html	NED
Line Wings	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_L.html	NED
Linear Electron Collider	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_L.html	NED
Liouville's Theorem	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_L.html	NED
Liquid Crystal	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_L.html	NED
liquid helium	https://hyperphysics.phy-astr.gsu.edu/hbase/lhel.html	HyperPhysics
LISA	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_L.html	NED
LISA Pathfinder	https://www.britannica.com/event/LISA-Pathfinder	Britannica
list of astronauts	https://www.britannica.com/science/list-of-astronauts	Britannica
list of astronomers	https://www.britannica.com/science/list-of-astronomers	Britannica
list of astronomical observatories and telescopes	https://www.britannica.com/topic/list-of-astronomical-observatories-and-telescopes-2048633	Britannica
list of brightest stars	https://www.britannica.com/science/list-of-brightest-stars-2231574	Britannica
list of constellations	https://www.britannica.com/topic/list-of-constellations-2033032	Britannica
list of galaxies and galaxy clusters	https://www.britannica.com/topic/list-of-galaxies-and-galaxy-clusters-2056030	Britannica
list of moons	https://www.britannica.com/topic/list-of-moons-2033266	Britannica
list of planets	https://www.britannica.com/topic/list-of-planets-2058004	Britannica
list of satellites	https://www.britannica.com/topic/list-of-satellites-2024625	Britannica
list of stars	https://www.britannica.com/topic/list-of-stars-2036726	Britannica
Lithium Stars	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_L.html	NED
Little Bangs	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_L.html	NED
Little Dipper, The	https://www.britannica.com/topic/Little-Dipper	Britannica
Littrow	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_L.html	NED
Liu Yang	https://www.britannica.com/biography/Liu-Yang	Britannica
LN2	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_L.html	NED
Lobes	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_L.html	NED
Local Arm	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_L.html	NED
Local Bubble	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_L.html	NED
Local Group	https://www.britannica.com/place/Local-Group	Britannica
Local Hypothesis (of quasars)	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_L.html	NED
Local Inertial Frame	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_L.html	NED
Local Sidereal Time	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_L.html	NED
Local Standard of Rest	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_L.html	NED
Local Supercluster	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_L.html	NED
Local Thermodynamic Equilibrium	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_L.html	NED
Localisation	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_L.html	NED
Logistic Equation	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_L.html	NED
Lommel-Seeliger Surface	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_L.html	NED
Long Distance Scale	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_L.html	NED
Long March	https://www.britannica.com/technology/Long-March-rocket-family	Britannica
long-period variable star	https://www.britannica.com/science/long-period-variable-star	Britannica
Long-Period Variables	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_L.html	NED
Longitude	https://astro4edu.org/resources/glossary/term/179/	Astro4Edu
Longitude of the Perihelion	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_L.html	NED
Longitude, Celestial	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_L.html	NED
Longitude, Terrestrial	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_L.html	NED
Longitudinal Wave	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_L.html	NED
longitudinal waves	https://hyperphysics.phy-astr.gsu.edu/hbase/sound/tralon.html	HyperPhysics
Look-Back Time	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_L.html	NED
Loop Nebula	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_L.html	NED
Lorentz Contraction	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_L.html	NED
Lorentz Force Equation	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_L.html	NED
Lorentz force law	https://hyperphysics.phy-astr.gsu.edu/hbase/magnetic/magfor.html	HyperPhysics
Lorentz Invariance	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_L.html	NED
Lorentz Invariant	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_L.html	NED
Lorentz Transformation	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_L.html	NED
Lorentz transformation	https://hyperphysics.phy-astr.gsu.edu/hbase/relativ/ltrans.html	HyperPhysics
Lorentz transformations	https://www.britannica.com/science/Lorentz-transformations	Britannica
Lorentz-FitzGerald contraction	https://www.britannica.com/science/Lorentz-FitzGerald-contraction	Britannica
Loschmidt Number (constant)	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_L.html	NED
Lossy	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_L.html	NED
Love Number	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_L.html	NED
Low Surface Brightness Galaxy	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_L.html	NED
Low-Temperature Physics	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_L.html	NED
Low-Velocity Star	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_L.html	NED
Lowell's Band	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_L.html	NED
Lower Culmination	https://astro4edu.org/resources/glossary/term/534/	Astro4Edu
LPV	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_L.html	NED
LS Coupling	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_L.html	NED
LSB	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_L.html	NED
LSBG	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_L.html	NED
LSR	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_L.html	NED
LTE	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_L.html	NED
Lucy	https://www.britannica.com/topic/Lucy-spacecraft	Britannica
Lumen	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_L.html	NED
Luminance	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_L.html	NED
Luminescence	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_L.html	NED
Luminiferous Ether	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_L.html	NED
Luminosity	https://astro4edu.org/resources/glossary/term/180/	Astro4Edu
Luminosity	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_L.html	NED
luminosity	https://www.britannica.com/science/luminosity	Britannica
Luminosity Class	https://astro4edu.org/resources/glossary/term/503/	Astro4Edu
Luminosity Class	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_L.html	NED
Luminosity Distance	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_L.html	NED
Luminosity Function	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_L.html	NED
Luminous	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_L.html	NED
Luminous Blue Variables	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_L.html	NED
Luminous Flux	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_L.html	NED
Luminous Intensity	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_L.html	NED
Luminous Mass	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_L.html	NED
Lumogen	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_L.html	NED
Luna	https://www.britannica.com/technology/Luna-space-probe	Britannica
Luna 25	https://www.britannica.com/event/Luna-Glob	Britannica
Luna-Resource	https://www.britannica.com/topic/Luna-Resource	Britannica
Lunar	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_L.html	NED
Lunar Atmosphere and Dust Environment Explorer	https://www.britannica.com/topic/Lunar-Atmosphere-and-Dust-Environment-Explorer	Britannica
Lunar Calendar	https://astro4edu.org/resources/glossary/term/408/	Astro4Edu
lunar calendar	https://www.britannica.com/science/lunar-calendar	Britannica
Lunar Cycle	https://astro4edu.org/resources/glossary/term/423/	Astro4Edu
Lunar Eclipse	https://astro4edu.org/resources/glossary/term/181/	Astro4Edu
lunar eclipse	https://www.britannica.com/science/lunar-eclipse	Britannica
Lunar Orbiter	https://www.britannica.com/technology/Lunar-Orbiter	Britannica
Lunar Phase	https://astro4edu.org/resources/glossary/term/182/	Astro4Edu
lunar phase	https://www.britannica.com/science/lunar-phases	Britannica
Lunar Phases	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_L.html	NED
Lunar Prospector	https://www.britannica.com/technology/Lunar-Prospector	Britannica
Lunar Reconnaissance Orbiter	https://www.britannica.com/topic/Lunar-Reconnaissance-Orbiter	Britannica
Lunation	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_L.html	NED
Lunisolar Precession	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_L.html	NED
Lupus	https://www.britannica.com/place/Lupus	Britannica
Lupus Loop	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_L.html	NED
LUT	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_L.html	NED
Luyten 726-8	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_L.html	NED
Lyapounov Exponent	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_L.html	NED
Lyman Alpha	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_L.html	NED
Lyman Alpha Clouds	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_L.html	NED
Lyman Alpha Line	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_L.html	NED
Lyman Series	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_L.html	NED
Lyman Spitzer	https://www.britannica.com/biography/Lyman-Spitzer	Britannica
Lynx	https://www.britannica.com/place/Lynx-constellation	Britannica
Lyot Division	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_L.html	NED
Lyra	https://www.britannica.com/place/Lyra-constellation	Britannica
Lyrae	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_L.html	NED
Lyrae Stars	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_L.html	NED
M magnitude	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_M.html	NED
M Numbers	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_M.html	NED
M Star	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_M.html	NED
M-Theory	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_M.html	NED
M-Type	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_M.html	NED
M-type Star	https://astro4edu.org/resources/glossary/term/453/	Astro4Edu
M104	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_M.html	NED
M13	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_M.html	NED
M30	https://hyperphysics.phy-astr.gsu.edu/hbase/astro/globular.html	HyperPhysics
M31	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_M.html	NED
M32	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_M.html	NED
M33	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_M.html	NED
M42	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_M.html	NED
M45	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_M.html	NED
M51	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_M.html	NED
M81	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_M.html	NED
M81 group	https://www.britannica.com/place/M81-group	Britannica
M87	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_M.html	NED
M87	https://www.britannica.com/place/Virgo-A	Britannica
Mach Number	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_M.html	NED
Mach's Principle	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_M.html	NED
Mach's principle	https://www.britannica.com/science/Machs-principle	Britannica
MACHO	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_M.html	NED
Maclaurin Series	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_M.html	NED
Maclaurin Spheroid	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_M.html	NED
Macroscopic	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_M.html	NED
Madler, Johann Heinrich von	https://www.britannica.com/biography/Johann-Heinrich-von-Madler	Britannica
Maffei 1 and 2	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_M.html	NED
Maffei 1 and 2	https://www.britannica.com/place/Maffei-1	Britannica
Magellan	https://www.britannica.com/topic/Magellan	Britannica
Magellanic Cloud	https://www.britannica.com/topic/Magellanic-Cloud	Britannica
Magellanic Clouds	https://astro4edu.org/resources/glossary/term/454/	Astro4Edu
Magellanic Clouds	https://hyperphysics.phy-astr.gsu.edu/hbase/astro/magclo.html	HyperPhysics
Magellanic Stream	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_M.html	NED
Magic Number	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_M.html	NED
Magnetic Bremsstrahlung	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_M.html	NED
magnetic confinement	https://hyperphysics.phy-astr.gsu.edu/hbase/magnetic/confine.html	HyperPhysics
Magnetic Field	https://astro4edu.org/resources/glossary/term/455/	Astro4Edu
magnetic field	https://hyperphysics.phy-astr.gsu.edu/hbase/magnetic/magfie.html	HyperPhysics
magnetic force	https://hyperphysics.phy-astr.gsu.edu/hbase/magnetic/magfor.html	HyperPhysics
Magnetic Moment	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_M.html	NED
magnetic moment	https://hyperphysics.phy-astr.gsu.edu/hbase/magnetic/magmom.html	HyperPhysics
Magnetic Monopole	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_M.html	NED
Magnetic Monopole Problem	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_M.html	NED
Magnetic Poles	https://astro4edu.org/resources/glossary/term/184/	Astro4Edu
Magnetic Pressure	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_M.html	NED
Magnetic Stars	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_M.html	NED
Magnetic Susceptibility	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_M.html	NED
Magnetic-Dipole Radiation	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_M.html	NED
Magnetohydrodynamics	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_M.html	NED
Magneton	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_M.html	NED
Magnetopause	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_M.html	NED
Magnetosphere	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_M.html	NED
Magnification	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_M.html	NED
Magnitude	https://astro4edu.org/resources/glossary/term/185/	Astro4Edu
Magnitude	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_M.html	NED
magnitude	https://hyperphysics.phy-astr.gsu.edu/hbase/astro/para.html	HyperPhysics
magnitude	https://www.britannica.com/science/magnitude-astronomy	Britannica
Magnitude of a Lunar Eclipse	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_M.html	NED
Magnitude of a Solar Eclipse	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_M.html	NED
magnitude of star	https://hyperphysics.phy-astr.gsu.edu/hbase/astro/para.html	HyperPhysics
magnitudes	https://hyperphysics.phy-astr.gsu.edu/hbase/astro/para.html	HyperPhysics
Maia Sequence	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_M.html	NED
Main Beam	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_M.html	NED
Main Lines (of an OH source)	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_M.html	NED
Main Sequence	https://astro4edu.org/resources/glossary/term/186/	Astro4Edu
Main Sequence	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_M.html	NED
main sequence	https://hyperphysics.phy-astr.gsu.edu/hbase/astro/herrus.html	HyperPhysics
main sequence of stars	https://hyperphysics.phy-astr.gsu.edu/hbase/astro/herrus.html	HyperPhysics
Main-Sequence Turn-Off	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_M.html	NED
Major Axis	https://astro4edu.org/resources/glossary/term/187/	Astro4Edu
Makemake	https://www.britannica.com/place/Makemake	Britannica
Maksutov Telescope	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_M.html	NED
Malakbel	https://www.britannica.com/topic/Malakbel	Britannica
Malcolm Longair	https://www.britannica.com/biography/Malcolm-Longair	Britannica
Malmquist Bias	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_M.html	NED
Malmquist Correction	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_M.html	NED
MAMA	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_M.html	NED
Manganese Stars	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_M.html	NED
Manifold	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_M.html	NED
Mantissa	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_M.html	NED
Many-Body Problem	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_M.html	NED
Many-Worlds	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_M.html	NED
Marc Garneau	https://www.britannica.com/biography/Marc-Garneau	Britannica
Marching Subpulse	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_M.html	NED
Mare	https://astro4edu.org/resources/glossary/term/456/	Astro4Edu
Mare	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_M.html	NED
mare	https://www.britannica.com/science/mare-lunar-feature	Britannica
Mariner	https://www.britannica.com/technology/Mariner	Britannica
Mariner spacecraft	https://hyperphysics.phy-astr.gsu.edu/hbase/solar/mariner.html	HyperPhysics
Mariner Spaceprobes	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_M.html	NED
Mark Shuttleworth	https://www.britannica.com/money/Mark-Shuttleworth	Britannica
Markovian process	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_M.html	NED
Mars	https://astro4edu.org/resources/glossary/term/189/	Astro4Edu
Mars	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_M.html	NED
Mars	https://www.britannica.com/place/Mars-planet	Britannica
Mars Atmosphere and Volatile Evolution	https://www.britannica.com/topic/Mars-Atmosphere-and-Volatile-Evolution	Britannica
Mars Exploration Rover	https://www.britannica.com/topic/Mars-Exploration-Rover	Britannica
Mars Express	https://www.britannica.com/topic/Mars-Express	Britannica
Mars Global Surveyor	https://www.britannica.com/topic/Mars-Global-Surveyor	Britannica
Mars Orbiter Mission	https://www.britannica.com/topic/Mars-Orbiter-Mission	Britannica
Mars Pathfinder	https://www.britannica.com/topic/Mars-Pathfinder	Britannica
Mars Polar Lander	https://www.britannica.com/topic/Mars-Polar-Lander	Britannica
Mars Reconnaissance Orbiter	https://www.britannica.com/topic/Mars-Reconnaissance-Orbiter	Britannica
Mary Somerville	https://www.britannica.com/biography/Mary-Somerville	Britannica
mascon	https://www.britannica.com/science/mascon	Britannica
Mascons	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_M.html	NED
Mass	https://astro4edu.org/resources/glossary/term/190/	Astro4Edu
Mass	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_M.html	NED
mass	https://hyperphysics.phy-astr.gsu.edu/hbase/mass.html	HyperPhysics
Mass Absorption Coefficient	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_M.html	NED
Mass Defect	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_M.html	NED
Mass Discrepancy	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_M.html	NED
mass energy	https://hyperphysics.phy-astr.gsu.edu/hbase/relativ/releng.html	HyperPhysics
Mass Fraction	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_M.html	NED
Mass Function	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_M.html	NED
Mass Models	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_M.html	NED
Mass Number	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_M.html	NED
Mass of the Galaxy	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_M.html	NED
mass spectrometer	https://hyperphysics.phy-astr.gsu.edu/hbase/magnetic/maspec.html	HyperPhysics
mass, reduced	https://hyperphysics.phy-astr.gsu.edu/hbase/orbv.html	HyperPhysics
Mass-Luminosity Ratio	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_M.html	NED
Mass-Luminosity-Radius Relation	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_M.html	NED
Mass-Radius Relation (Chandrasekhar)	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_M.html	NED
Mass-Shell	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_M.html	NED
Mass-to-Light Ratio	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_M.html	NED
Massive Black Hole	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_M.html	NED
Massive Halos	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_M.html	NED
Massless Black Hole	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_M.html	NED
Master Equation	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_M.html	NED
Materialism	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_M.html	NED
Matrix	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_M.html	NED
Matter	https://astro4edu.org/resources/glossary/term/191/	Astro4Edu
Matter Era	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_M.html	NED
Matter Fields	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_M.html	NED
Matter Waves	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_M.html	NED
Matter-to-Antimatter Ratio	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_M.html	NED
Mauna Kea Observatory	https://www.britannica.com/topic/Mauna-Kea-Observatory	Britannica
Maunder minimum	https://www.britannica.com/science/Maunder-minimum	Britannica
Maximum Entropy Method	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_M.html	NED
Maxwell	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_M.html	NED
Maxwell Distribution	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_M.html	NED
Maxwell distribution	https://hyperphysics.phy-astr.gsu.edu/hbase/kinetic/kintem.html	HyperPhysics
Maxwell's Equations	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_M.html	NED
Maxwell's Theory	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_M.html	NED
Maxwell-Boltzmann Distribution	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_M.html	NED
Maxwell-Boltzmann Statistics	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_M.html	NED
Maxwell-Boltzmann statistics	https://hyperphysics.phy-astr.gsu.edu/hbase/quantum/disfcn.html	HyperPhysics
MCAO	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_M.html	NED
McDonald Observatory	https://www.britannica.com/topic/McDonald-Observatory	Britannica
MCMC	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_M.html	NED
Me Stars	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_M.html	NED
Mean Anomaly	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_M.html	NED
Mean Distance	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_M.html	NED
Mean Elements	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_M.html	NED
Mean Equator and Mean Equinox	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_M.html	NED
Mean Free Path	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_M.html	NED
Mean Free Time	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_M.html	NED
Mean Life	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_M.html	NED
Mean Molecular Weight	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_M.html	NED
Mean Motion	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_M.html	NED
Mean Place	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_M.html	NED
Mean Profile	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_M.html	NED
