keyword	url	source
CTE	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_C.html	NED
CTI	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_C.html	NED
Cu	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_C.html	NED
Culmination	https://astro4edu.org/resources/glossary/term/532/	Astro4Edu
Culmination	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_C.html	NED
Curie	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_C.html	NED
Curie (unit)	https://hyperphysics.phy-astr.gsu.edu/hbase/nuclear/radrisk.html	HyperPhysics
Curie temperature	https://hyperphysics.phy-astr.gsu.edu/hbase/solids/ferro.html	HyperPhysics
Curiosity	https://www.britannica.com/topic/Curiosity-United-States-robotic-vehicle	Britannica
Curled-Up Dimension	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_C.html	NED
Current Density	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_C.html	NED
current law	https://hyperphysics.phy-astr.gsu.edu/hbase/electric/ohmlaw.html	HyperPhysics
current position	https://hyperphysics.phy-astr.gsu.edu/hbase/astro/herrus.html	HyperPhysics
Current Sheath Model	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_C.html	NED
current, electric	https://hyperphysics.phy-astr.gsu.edu/hbase/electric/elecur.html	HyperPhysics
Curvature	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_C.html	NED
Curvature Constant	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_C.html	NED
curvature of space-time	https://hyperphysics.phy-astr.gsu.edu/hbase/relativ/grel.html	HyperPhysics
Curvature of Spacetime	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_C.html	NED
Curve of Growth	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_C.html	NED
Cusp	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_C.html	NED
CV Serpentis	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_S.html	NED
CVD	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_C.html	NED
Cyanogen (CN) Bands	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_C.html	NED
Cygni	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_C.html	NED
Cygnus	https://www.britannica.com/place/Cygnus-constellation	Britannica
Cygnus A	https://www.britannica.com/place/Cygnus-A	Britannica
Cygnus A (3C 405)	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_C.html	NED
Cygnus Loop	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_C.html	NED
Cygnus Loop	https://www.britannica.com/place/Cygnus-Loop	Britannica
Cygnus spacecraft	https://www.britannica.com/technology/Cygnus-spacecraft	Britannica
Cygnus X-1	https://hyperphysics.phy-astr.gsu.edu/hbase/astro/blkbin.html	HyperPhysics
Cygnus X-1	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_C.html	NED
Cygnus X-1	https://www.britannica.com/topic/Cygnus-X-1	Britannica
Cygnus X-2	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_C.html	NED
Cygnus X-3	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_C.html	NED
Cygnus X-5	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_C.html	NED
cylindrical polar coordinates	https://hyperphysics.phy-astr.gsu.edu/hbase/sphc.html	HyperPhysics
Cynthion	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_C.html	NED
Cytheran	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_C.html	NED
D Galaxy	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_D.html	NED
D Layer	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_D.html	NED
D Lines	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_D.html	NED
D Ring	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_D.html	NED
D Stars	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_D.html	NED
d-Electron	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_D.html	NED
D-lines	https://www.britannica.com/science/D-lines	Britannica
D-meson	https://hyperphysics.phy-astr.gsu.edu/hbase/particles/dmeson.html	HyperPhysics
Dalton minimum	https://www.britannica.com/science/Dalton-minimum	Britannica
Damped Oscillation	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_D.html	NED
Damping	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_D.html	NED
DARA	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_D.html	NED
Dark Current	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_D.html	NED
Dark Energy	https://astro4edu.org/resources/glossary/term/75/	Astro4Edu
dark energy	https://hyperphysics.phy-astr.gsu.edu/hbase/astro/dareng.html	HyperPhysics
dark energy	https://www.britannica.com/science/dark-energy	Britannica
Dark Halo	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_D.html	NED
Dark Matter	https://astro4edu.org/resources/glossary/term/76/	Astro4Edu
dark matter	https://hyperphysics.phy-astr.gsu.edu/hbase/astro/darmat.html	HyperPhysics
dark matter	https://www.britannica.com/science/dark-matter	Britannica
Dark Nebula	https://astro4edu.org/resources/glossary/term/77/	Astro4Edu
Dark Nebula	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_D.html	NED
Darwin Ellipsoids	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_D.html	NED
Darwinism	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_D.html	NED
DAT	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_D.html	NED
Data	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_D.html	NED
Data Model	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_D.html	NED
Data Rate	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_D.html	NED
Daughter Nuclide	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_D.html	NED
David Gill	https://www.britannica.com/biography/David-Gill	Britannica
David S. McKay	https://www.britannica.com/biography/David-Stewart-McKay	Britannica
David Scott	https://www.britannica.com/biography/David-Scott	Britannica
Dawn	https://www.britannica.com/topic/Dawn-United-States-satellite	Britannica
Day	https://astro4edu.org/resources/glossary/term/436/	Astro4Edu
Day	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_D.html	NED
Day Numbers	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_D.html	NED
db Galaxy	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_D.html	NED
DC	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_D.html	NED
de Broglie Wavelength (Bar)	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_D.html	NED
de Sitter Model	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_D.html	NED
de Sitter Universe	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_D.html	NED
Dead Reckoning	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_D.html	NED
DeBroglie wavelength	https://hyperphysics.phy-astr.gsu.edu/hbase/debrog.html	HyperPhysics
Debye	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_D.html	NED
Debye Length	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_D.html	NED
Debye Unit	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_D.html	NED
Debye-Hückel Model	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_D.html	NED
Decay	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_D.html	NED
decay	https://hyperphysics.phy-astr.gsu.edu/hbase/particles/proton.html	HyperPhysics
Decay of the False Vacuum	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_D.html	NED
Deceleration Parameter	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_D.html	NED
Decibel	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_D.html	NED
Declination	https://astro4edu.org/resources/glossary/term/78/	Astro4Edu
Declination	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_D.html	NED
declination	https://hyperphysics.phy-astr.gsu.edu/hbase/eclip.html	HyperPhysics
declination	https://www.britannica.com/science/declination	Britannica
Decoupling	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_D.html	NED
Decoupling Epoch/Era	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_D.html	NED
Decoupling of Matter and Energy	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_D.html	NED
Deduction	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_D.html	NED
deep field	https://hyperphysics.phy-astr.gsu.edu/hbase/solar/hstdeep.html	HyperPhysics
Deep Impact	https://www.britannica.com/topic/Deep-Impact-space-probe	Britannica
Deep Space 1	https://www.britannica.com/topic/Deep-Space-1	Britannica
Defect of Illumination	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_D.html	NED
Deferred Charge	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_D.html	NED
Deflection of Light	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_D.html	NED
Deflection of the Vertical	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_D.html	NED
Deformable Mirror	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_D.html	NED
Degaussing	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_D.html	NED
Degeneracy Pressure	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_D.html	NED
Degeneracy Temperature	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_D.html	NED
Degenerate	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_D.html	NED
Degenerate Gas	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_D.html	NED
Degenerate Matter	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_D.html	NED
Degree	https://astro4edu.org/resources/glossary/term/79/	Astro4Edu
Degree	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_D.html	NED
Degrees of Freedom	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_D.html	NED
Deimos	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_D.html	NED
Deimos	https://www.britannica.com/place/Deimos-moon-of-Mars	Britannica
Delay Time	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_D.html	NED
Delocalization, Delocalized	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_D.html	NED
Delphinus	https://www.britannica.com/place/Delphinus-constellation	Britannica
Delta	https://www.britannica.com/technology/Delta-launch-vehicle	Britannica
Delta () Function	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_D.html	NED
Delta Cephei	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_D.html	NED
Delta Cephei	https://www.britannica.com/place/Delta-Cephei	Britannica
Delta Del Stars	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_D.html	NED
Delta T (AT)	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_D.html	NED
Demagnetization	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_D.html	NED
Demeter	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_D.html	NED
Democritus	https://www.britannica.com/biography/Democritus	Britannica
Demon Star	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_D.html	NED
Dendrite	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_D.html	NED
Deneb	https://hyperphysics.phy-astr.gsu.edu/hbase/Starlog/blusup.html	HyperPhysics
Deneb	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_D.html	NED
Deneb	https://www.britannica.com/place/Deneb	Britannica
DENIS	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_D.html	NED
Dennis Tito	https://www.britannica.com/money/Dennis-Tito	Britannica
Density	https://astro4edu.org/resources/glossary/term/80/	Astro4Edu
Density	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_D.html	NED
density	https://hyperphysics.phy-astr.gsu.edu/hbase/dens.html	HyperPhysics
Density Fluctuations	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_D.html	NED
Density Gradient	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_D.html	NED
Density Parameter	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_D.html	NED
density parameter	https://hyperphysics.phy-astr.gsu.edu/hbase/astro/denpar.html	HyperPhysics
Density Perturbations	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_D.html	NED
Density Wave	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_D.html	NED
Density Wave Theory	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_D.html	NED
Depletion (Region or Layer)	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_D.html	NED
Depolarizer	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_D.html	NED
Depth of Field	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_D.html	NED
Descending Node	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_D.html	NED
DESI	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_D.html	NED
Desorption	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_D.html	NED
Detached Binaries	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_D.html	NED
Detailed Balance	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_D.html	NED
Detector	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_D.html	NED
Determinism	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_D.html	NED
Deuterium	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_D.html	NED
deuterium-tritium fusion	https://hyperphysics.phy-astr.gsu.edu/hbase/nucene/fusion.html	HyperPhysics
Deuteron	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_D.html	NED
dex	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_D.html	NED
DFE	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_D.html	NED
Diameter Distance	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_D.html	NED
Diaphragm	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_D.html	NED
Dichroic Medium	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_D.html	NED
dielectric	https://hyperphysics.phy-astr.gsu.edu/hbase/electric/dielec.html	HyperPhysics
Dielectronic Recombination	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_D.html	NED
Differential Equation	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_D.html	NED
Differential Forms	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_D.html	NED
Differential Geometry	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_D.html	NED
Differential Rotation	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_D.html	NED
Differentiation	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_D.html	NED
Diffraction	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_D.html	NED
Diffraction concepts	https://hyperphysics.phy-astr.gsu.edu/hbase/phyopt/diffracon.html	HyperPhysics
Diffraction Grating	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_D.html	NED
diffraction grating	https://hyperphysics.phy-astr.gsu.edu/hbase/phyopt/grating.html	HyperPhysics
Diffraction Limited	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_D.html	NED
Diffraction Pattern	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_D.html	NED
Diffraction reveals the geometry of the diffracting object.	https://hyperphysics.phy-astr.gsu.edu/hbase/phyopt/millcross.html	HyperPhysics
diffraction, sound	https://hyperphysics.phy-astr.gsu.edu/hbase/sound/diffrac.html	HyperPhysics
Diffuse Galactic Light	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_D.html	NED
diffuse ionized gas	https://www.britannica.com/science/diffuse-ionized-gas	Britannica
Diffuse Nebula	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_D.html	NED
Diffusion	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_D.html	NED
diffusion	https://hyperphysics.phy-astr.gsu.edu/hbase/kinetic/diffus.html	HyperPhysics
Digitized	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_D.html	NED
Dilute Aperture	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_D.html	NED
Dilution Factor	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_D.html	NED
Dimension	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_D.html	NED
Dimensional Analysis	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_D.html	NED
Dimensions	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_D.html	NED
Dinawari, al-	https://www.britannica.com/biography/al-Dinawari	Britannica
Diode	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_D.html	NED
Dione	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_D.html	NED
Dione	https://www.britannica.com/topic/Dione-moon-of-Saturn	Britannica
Diopter	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_D.html	NED
Dipole	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_D.html	NED
Dipole Anisotropy	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_D.html	NED
Dipole Antenna	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_D.html	NED
Dipole Moment	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_D.html	NED
dipole, electric	https://hyperphysics.phy-astr.gsu.edu/hbase/electric/dipole.html	HyperPhysics
Dirac Equation	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_D.html	NED
Dirac Function	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_D.html	NED
Dirac Large Number Hypothesis	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_D.html	NED
Direct Motion	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_D.html	NED
Direction Cosine	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_D.html	NED
Dirty Ice	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_D.html	NED
Discoverer	https://www.britannica.com/technology/Discoverer	Britannica
Discriminator	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_D.html	NED
Dish	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_D.html	NED
Disintegration	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_D.html	NED
Disjoint	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_D.html	NED
Disk	https://astro4edu.org/resources/glossary/term/81/	Astro4Edu
Disk Galaxy	https://astro4edu.org/resources/glossary/term/82/	Astro4Edu
Disk Star	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_D.html	NED
Disorder	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_D.html	NED
Dispersion	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_D.html	NED
Dispersion Measure	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_D.html	NED
Dispersion Relations	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_D.html	NED
Dispersive Power	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_D.html	NED
Displacement	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_D.html	NED
Dissipation	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_D.html	NED
Dissipative Structures	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_D.html	NED
Dissipative System	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_D.html	NED
Dissociation	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_D.html	NED
Dissociative Recombination	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_D.html	NED
Distance Ladder	https://astro4edu.org/resources/glossary/term/437/	Astro4Edu
Distance Ladder	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_D.html	NED
distance measurement	https://hyperphysics.phy-astr.gsu.edu/hbase/astro/distance.html	HyperPhysics
Distance Modulus	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_D.html	NED
distance relationship	https://hyperphysics.phy-astr.gsu.edu/hbase/dist.html	HyperPhysics
Distance units	https://hyperphysics.phy-astr.gsu.edu/hbase/astro/para.html	HyperPhysics
Distribution Function	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_D.html	NED
Diurnal Motion	https://astro4edu.org/resources/glossary/term/83/	Astro4Edu
Diurnal Motion	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_D.html	NED
diurnal motion	https://www.britannica.com/science/diurnal-motion	Britannica
Diverging Lens	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_D.html	NED
dKe, dMe Stars	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_D.html	NED
DLA Systems	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_D.html	NED
Dlue Dwarf, Blue Giant	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_B.html	NED
DMA	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_D.html	NED
DN	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_D.html	NED
DNA	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_D.html	NED
Do Hurricanes Happen on Other Planets?	https://www.britannica.com/story/do-hurricanes-happen-on-other-planets	Britannica
Does It Rain on Other Planets?	https://www.britannica.com/science/Does-It-Rain-on-Other-Planets	Britannica
Domain	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_D.html	NED
Donald Kent Slayton	https://www.britannica.com/biography/Donald-Kent-Slayton	Britannica
Doping	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_D.html	NED
doping of semiconductors	https://hyperphysics.phy-astr.gsu.edu/hbase/solids/dope.html	HyperPhysics
Doppler Broadening	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_D.html	NED
Doppler Effect	https://astro4edu.org/resources/glossary/term/84/	Astro4Edu
Doppler Effect	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_D.html	NED
Doppler effect	https://hyperphysics.phy-astr.gsu.edu/hbase/sound/dopp.html	HyperPhysics
Doppler effect, relativistic	https://hyperphysics.phy-astr.gsu.edu/hbase/relativ/reldop2.html	HyperPhysics
Doppler Shift	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_D.html	NED
Doppler shifted	https://hyperphysics.phy-astr.gsu.edu/hbase/Relativ/reldop2.html	HyperPhysics
Dorado	https://www.britannica.com/place/Dorado-constellation	Britannica
Double Bond	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_D.html	NED
Double Cluster in Perseus	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_D.html	NED
Double Galaxies	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_D.html	NED
Double Radio Source	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_D.html	NED
Double Star	https://astro4edu.org/resources/glossary/term/528/	Astro4Edu
Double Star	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_D.html	NED
Doublet	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_D.html	NED
Down	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_D.html	NED
down quark	https://hyperphysics.phy-astr.gsu.edu/hbase/particles/quark.html	HyperPhysics
Down-Loading	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_D.html	NED
DQ Herculis	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_H.html	NED
DQE	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_D.html	NED
Dra	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_D.html	NED
Draco	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_D.html	NED
Draco	https://www.britannica.com/place/Draco-constellation	Britannica
Draco System	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_D.html	NED
Draconic Month	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_D.html	NED
DRAGN	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_D.html	NED
Dragon	https://www.britannica.com/topic/Dragon-spacecraft	Britannica
Drake equation	https://www.britannica.com/science/Drake-equation	Britannica
Drell-Yan Annihilation	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_D.html	NED
Dresden Codex	https://www.britannica.com/topic/Dresden-Codex	Britannica
Drift Curves	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_D.html	NED
DRO	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_D.html	NED
Dry Ice	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_D.html	NED
DSB	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_D.html	NED
DSP	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_D.html	NED
Dual Resonance Theory	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_D.html	NED
Dual, Duality, Duality Symmetries	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_D.html	NED
Duality	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_D.html	NED
Dubnium	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_D.html	NED
DUMAND	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_D.html	NED
Dumbbell Galaxies (db)	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_D.html	NED
Dumbbell Nebula	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_D.html	NED
Duque, Pedro	https://www.britannica.com/biography/Pedro-Duque	Britannica
Dust	https://astro4edu.org/resources/glossary/term/85/	Astro4Edu
Dust Cloud	https://astro4edu.org/resources/glossary/term/438/	Astro4Edu
Duty Cycle	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_D.html	NED
DVR	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_D.html	NED
Dwarf	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_D.html	NED
Dwarf Cepheids	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_D.html	NED
Dwarf Galaxy	https://astro4edu.org/resources/glossary/term/86/	Astro4Edu
Dwarf Galaxy	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_D.html	NED
Dwarf Nova	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_D.html	NED
Dwarf Planet	https://astro4edu.org/resources/glossary/term/87/	Astro4Edu
dwarf planet	https://www.britannica.com/science/dwarf-planet	Britannica
Dwarf Star	https://astro4edu.org/resources/glossary/term/88/	Astro4Edu
dwarf star	https://www.britannica.com/science/dwarf-star	Britannica
Dwarf Stars	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_D.html	NED
Dwight, Ed	https://www.britannica.com/biography/Ed-Dwight	Britannica
Dyad	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_D.html	NED
Dye Laser	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_D.html	NED
Dynamic Range	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_D.html	NED
Dynamical Equinox	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_D.html	NED
Dynamical Friction	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_D.html	NED
Dynamical Method	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_D.html	NED
Dynamical Parallax	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_D.html	NED
Dynamical Time	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_D.html	NED
Dynamics	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_D.html	NED
Dynamo	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_D.html	NED
Dyne	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_D.html	NED
Dynode	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_D.html	NED
Dyson, Freeman	https://www.britannica.com/biography/Freeman-Dyson	Britannica
Dyson, Sir Frank	https://www.britannica.com/biography/Frank-Dyson	Britannica
Dysprosium	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_D.html	NED
E component	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_E.html	NED
E galaxy	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_E.html	NED
E layer	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_E.html	NED
E Line	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_E.html	NED
E+A Galaxy	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_E.html	NED
e-Folding Time	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_E.html	NED
e-Process	https://ned.ipac.caltech.edu/level5/Glossary/Glossary_E.html	NED
